@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
82033,4232,'the astute direction of Cardoso and beautifully detailed performances by all of the actors',4,positive
98769,5180,'Strip it of all its excess debris , and you d have a 90-minute , four-star movie',2,neutral
136917,7405,'their cause',2,neutral
63135,3192,'manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor',3,'somewhat positive'
134898,7280,'enough Pretty Woman',2,neutral
113511,6035,'said that if she had to sit through it again , she should ask for a raise',1,'somewhat negative'
125879,6762,'The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .',2,neutral
25808,1180,Dickens,2,neutral
104994,5546,'should be probing why a guy with his talent ended up in a movie this bad',1,'somewhat negative'
127461,6856,'are natural and lovely',3,'somewhat positive'
144288,7833,'better the less the brain is engaged',2,neutral
90233,4696,'does to the experiences of most teenagers',2,neutral
113903,6055,'romantic obsession',2,neutral
130759,7044,pore,2,neutral
26924,1235,'has some unnecessary parts and',1,'somewhat negative'
41830,2013,'in my seat',2,neutral
105101,5552,', De Niro and Murphy make Showtime the most savory and hilarious guilty pleasure of many a recent movie season .',4,positive
138649,7511,'all too literally',1,'somewhat negative'
116470,6210,'the right bands for the playlist and the costuming of the stars',3,'somewhat positive'
75536,3873,'preferring to focus on the humiliation of Martin as he defecates in bed',1,'somewhat negative'
11352,488,Joan,2,neutral
147999,8056,'is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story',0,negativ
93707,4886,'better off staying on the festival circuit',0,negativ
89939,4680,'itself and',2,neutral
110384,5846,'a matter of taste',2,neutral
121514,6509,'into one of the summer s most pleasurable movies',4,positive
99057,5195,'an enormous feeling of empathy for its characters',2,neutral
87625,4550,'little screen',2,neutral
155011,8481,ordered,2,neutral
100374,5267,'universal and',2,neutral
52192,2578,'thoughtful dialogue elbowed aside by one-liners , and',2,neutral
68648,3487,'like Promises',2,neutral
45990,2236,'generosity and diplomacy',3,'somewhat positive'
70065,3567,'Satisfyingly scarifying',3,'somewhat positive'
72714,3714,', hospitals , courts and welfare centers',2,neutral
2847,109,triumphantly,3,'somewhat positive'
143634,7795,thrill-kill,2,neutral
81879,4224,'be a good match of the sensibilities of two directors',3,'somewhat positive'
90097,4690,'If not a home run , then at least a solid base hit .',3,'somewhat positive'
12688,546,'Do nt Tell laughed a hell of a lot at their own jokes',2,neutral
10958,467,'its shape-shifting perils , political intrigue and brushes',3,'somewhat positive'
127970,6884,'I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .',0,negativ
16826,729,'It s definitely not made for kids or their parents , for that matter ,',1,'somewhat negative'
35571,1675,'it s almost worth seeing because it s so bad',1,'somewhat negative'
137343,7431,'other rowdy raunch-fests -- farts , boobs , unmentionables --',1,'somewhat negative'
44693,2167,'is terrific as Rachel',4,positive
28978,1342,'life-affirming message',3,'somewhat positive'
125301,6732,'the sorriest',1,'somewhat negative'
129930,6994,'weary journalist',2,neutral
116765,6227,'compensate for corniness and cliche .',2,neutral
145479,7907,'all this strutting',2,neutral
47779,2328,'death shows',2,neutral
71590,3652,'libido film',3,'somewhat positive'
133518,7204,'A clever script and skilled actors bring new energy to the familiar topic of office politics .',3,'somewhat positive'
138719,7517,'rank as one of the cleverest , most deceptively amusing comedies of the year .',4,positive
128615,6917,sleepwalk,2,neutral
152031,8295,'jokester highway patrolmen',3,'somewhat positive'
93031,4847,'A fast-paced , glitzy but extremely silly piece .',2,neutral
31226,1458,'\\*\\*',2,neutral
147285,8014,'so many titans of the industry are along for the ride',2,neutral
139062,7538,'featuring an Oscar-worthy performance by Julianne Moore',2,neutral
107501,5680,'a blip',1,'somewhat negative'
114532,6092,'make this a charmer .',4,positive
60742,3068,'pace and',2,neutral
87186,4522,'us in suspense',2,neutral
112069,5948,highway,2,neutral
118087,6307,'to be somebody ,',2,neutral
94462,4930,'the classic dramas',2,neutral
56856,2858,unsatisfied,1,'somewhat negative'
133353,7196,'fails to fascinate',0,negativ
34979,1645,'with a whimper',2,neutral
109458,5797,'it is twice as bestial but half as funny .',2,neutral
153469,8382,'during the real NBA s off-season',2,neutral
154291,8432,'a Catholic boy',2,neutral
69290,3523,'good looks',3,'somewhat positive'
147796,8041,'theatres for it',2,neutral
125927,6765,'want to see a train wreck that you ca nt look away from',2,neutral
5239,207,splendor,3,'somewhat positive'
58394,2943,'A time machine , a journey back to your childhood ,',3,'somewhat positive'
31485,1473,'other Deep South stories',2,neutral
148429,8077,'About One Thing lays out a narrative puzzle that interweaves individual stories , and',2,neutral
15440,661,'settles too easily along the contours of expectation',1,'somewhat negative'
105325,5562,'so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .',1,'somewhat negative'
106525,5624,'conceal that there s nothing resembling a spine here',1,'somewhat negative'
119493,6388,'large ... and small ... with considerable aplomb',2,neutral
7554,306,cliques,2,neutral
117034,6244,'earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .',2,neutral
144230,7828,'hairline ,',3,'somewhat positive'
3839,146,monster,2,neutral
103929,5480,'laughable contrivance',2,neutral
122854,6590,'in their closed-off nationalist reality',2,neutral
124941,6715,'real humor',3,'somewhat positive'
46852,2281,'to little more than punishment',1,'somewhat negative'
44957,2181,'in this ambitious comic escapade',2,neutral
77093,3966,'Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls  and last year s `` Rollerball',4,positive
56216,2817,applied,2,neutral
75417,3867,'eccentric , accident-prone characters',1,'somewhat negative'
125572,6746,'in the tries-so-hard-to-be-cool `` Clockstoppers',1,'somewhat negative'
33165,1554,'also has humor and heart and very talented young actors',3,'somewhat positive'
67672,3436,self,2,neutral
61812,3124,'an acidic all-male',2,neutral
60497,3054,'uncinematic but',1,'somewhat negative'
19809,874,fruitful,3,'somewhat positive'
60426,3052,'The mystery of Enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture .',1,'somewhat negative'
30229,1403,'the meaning and value',3,'somewhat positive'
36965,1751,'the move',2,neutral
16539,711,'watch these two together again in a New York minute',3,'somewhat positive'
4717,179,'them guessing',2,neutral
57913,2920,'This humbling little film ,',3,'somewhat positive'
132990,7173,touts,2,neutral
12094,518,'ensemble cast',3,'somewhat positive'
112296,5963,'only in making me groggy',1,'somewhat negative'
95026,4956,'superior ',4,positive
115287,6140,'has the stomach-knotting suspense of a legal thriller',3,'somewhat positive'
131251,7073,'Home Abomination',2,neutral
84944,4391,'that a decent draft in the auditorium might blow it off the screen',1,'somewhat negative'
29049,1345,Titus,2,neutral
79030,4067,'It s fitfully funny but never really takes off .',2,neutral
42258,2034,'laptops , cell phones and',2,neutral
116454,6210,merchandised-to-the-max,1,'somewhat negative'
115680,6164,'documented the cruelty and suffering he has found with an devastating , eloquent clarity',4,positive
124056,6661,'be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people',1,'somewhat negative'
59334,2992,'ll enjoy The Hot Chick',2,neutral
121852,6529,'a pleasant enough dish',3,'somewhat positive'
119999,6419,'who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson s Creek',1,'somewhat negative'
120854,6467,'unsure of how to evoke any sort of naturalism on the set',1,'somewhat negative'
126800,6817,'of riveting power and sadness',3,'somewhat positive'
129962,6997,'while nothing special',2,neutral
44634,2164,'is in his hypermasculine element here',2,neutral
153508,8384,'A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .',4,positive
34097,1602,'with so many distracting special effects and visual party tricks',1,'somewhat negative'
20708,924,'A pointed , often tender , examination of the pros and cons of unconditional',3,'somewhat positive'
9210,385,'Leguizamo and Jones',2,neutral
101508,5338,'a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them',2,neutral
116952,6239,'hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen',2,neutral
57121,2877,'Take Care',2,neutral
68339,3467,'over and over',2,neutral
68603,3482,'most daring , and complicated ,',2,neutral
86815,4498,'Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .',1,'somewhat negative'
42089,2026,lingerie,2,neutral
116612,6219,'and last look',2,neutral
130532,7033,'past his prime',1,'somewhat negative'
113648,6041,'occur and not ``',2,neutral
75260,3861,'is warm , inviting , and surprising',3,'somewhat positive'
71323,3638,'religion that dares to question an ancient faith',3,'somewhat positive'
54534,2710,'sons , loyalty',2,neutral
5454,217,'s get this thing over with',1,'somewhat negative'
62928,3184,'all the complexity and',3,'somewhat positive'
96378,5034,'Is This Movie ?',2,neutral
28809,1336,Western,2,neutral
1790,66,'the film a `` cooler  PG-13 rating',2,neutral
47989,2340,'story to tell : his own',2,neutral
54120,2688,'s never as solid as you want it to be',1,'somewhat negative'
150362,8190,'well-formed satire',3,'somewhat positive'
102990,5428,'it s just tediously bad , something to be fully forgotten',1,'somewhat negative'
112438,5972,'in Full Frontal',2,neutral
18796,825,'the unacceptable',0,negativ
58450,2945,'that prevents them from firing on all cylinders',1,'somewhat negative'
77089,3965,'caring about',2,neutral
26144,1198,'so good',4,positive
97474,5098,'characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom',2,neutral
54124,2688,'you want it to be',2,neutral
137725,7454,'has waited three years with breathless anticipation for a new Hal Hartley movie to pore over',3,'somewhat positive'
66964,3399,'an uneasy blend of Ghost and Close Encounters of the Third Kind',2,neutral
42980,2076,'Barbershop boasts some of today s hottest and hippest acts from the world of television , music and stand-up comedy',4,positive
